shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
50078,49.099271,6.180423,140002
50078,49.099271,6.180423,150001
50078,49.102273,6.179863,150002
50078,49.102273,6.179863,160001
50078,49.104134,6.179665,160002
50078,49.104134,6.179665,170001
50078,49.106263,6.179429,170002
50078,49.106263,6.179429,180001
50078,49.108401,6.180385,180002
50078,49.108401,6.180385,190001
50078,49.110333,6.175233,190002
50078,49.110333,6.175233,200001
50078,49.110789,6.171108,200002
50078,49.110789,6.171108,210001
50078,49.115245,6.173645,210002
50078,49.115245,6.173645,220001
50078,49.121440,6.167969,220002
50078,49.121440,6.167969,230001
50078,49.124674,6.164548,230002
50079,49.072249,6.193072,10001
50079,49.074131,6.190759,10002
50079,49.074131,6.190759,20001
50079,49.075849,6.187141,20002
50079,49.075849,6.187141,30001
50079,49.075620,6.189540,30002
50079,49.075620,6.189540,40001
50079,49.076040,6.192849,40002
50079,49.076040,6.192849,50001
50079,49.075206,6.194991,50002
50079,49.075206,6.194991,60001
50079,49.077240,6.193779,60002
50079,49.077240,6.193779,70001
50079,49.078720,6.189810,70002
50079,49.078720,6.189810,80001
50079,49.080330,6.187050,80002
50079,49.080330,6.187050,90001
50079,49.082390,6.184219,90002
50079,49.082390,6.184219,100001
50079,49.085410,6.182650,100002
50079,49.085410,6.182650,110001
50079,49.090622,6.181629,110002
50079,49.090622,6.181629,120001
50079,49.092605,6.181247,120002
50079,49.092605,6.181247,130001
50079,49.095763,6.180679,130002
50079,49.095763,6.180679,140001
50079,49.099271,6.180423,140002
50079,49.099271,6.180423,150001
50079,49.102273,6.179863,150002
50079,49.102273,6.179863,160001
50079,49.104134,6.179665,160002
50079,49.104134,6.179665,170001
50079,49.106263,6.179429,170002
50079,49.106263,6.179429,180001
50079,49.108401,6.180385,180002
50079,49.108401,6.180385,190001
50079,49.110333,6.175233,190002
50079,49.110333,6.175233,200001
50079,49.110789,6.171108,200002
50079,49.110789,6.171108,210001
50079,49.115245,6.173645,210002
50079,49.115245,6.173645,220001
50079,49.121440,6.167969,220002
50079,49.121440,6.167969,230001
50079,49.124674,6.164548,230002
50079,49.124674,6.164548,240001
50079,49.125883,6.159390,240002
50079,49.125883,6.159390,250001
50079,49.121714,6.151256,250002
50079,49.121714,6.151256,260001
50079,49.120940,6.148440,260002
50079,49.120940,6.148440,270001
50079,49.119567,6.144533,270002
50079,49.119567,6.144533,280001
50079,49.116590,6.141350,280002
50079,49.116590,6.141350,290001
50079,49.113966,6.138610,290002
50079,49.113966,6.138610,300001
50079,49.112725,6.135222,300002
50079,49.112725,6.135222,310001
50079,49.110796,6.129704,310002
50079,49.110796,6.129704,320001
50079,49.109378,6.125309,320002
50079,49.109378,6.125309,330001
50079,49.108430,6.120870,330002
50079,49.108430,6.120870,340001
50079,49.107597,6.116957,340002
50079,49.107597,6.116957,350001
50079,49.106477,6.111286,350002
50079,49.106477,6.111286,360001
50079,49.107761,6.105710,360002
50079,49.107761,6.105710,370001
50079,49.109900,6.099858,370002
50079,49.109900,6.099858,380001
50079,49.111049,6.096904,380002
50079,49.111049,6.096904,390001
50079,49.110280,6.091201,390002
50080,49.110280,6.091201,10001
50080,49.110841,6.097291,10002
50080,49.110841,6.097291,20001
50080,49.109991,6.099552,20002
50080,49.109991,6.099552,30001
50080,49.108046,6.104965,30002
50080,49.108046,6.104965,40001
50080,49.106440,6.111200,40002
50080,49.106440,6.111200,50001
50080,49.107419,6.116081,50002
50080,49.107419,6.116081,60001
50080,49.108550,6.121820,60002
50080,49.108550,6.121820,70001
50080,49.109541,6.125934,70002
50080,49.109541,6.125934,80001
50080,49.111108,6.130608,80002
50080,49.111108,6.130608,90001
50080,49.112409,6.134323,90002
50080,49.112409,6.134323,100001
50080,49.114136,6.139048,100002
50080,49.114136,6.139048,110001
50080,49.116462,6.141333,110002
50080,49.116462,6.141333,120001
50080,49.119032,6.144237,120002
50080,49.119032,6.144237,130001
50080,49.120700,6.148530,130002
50080,49.120700,6.148530,140001
50080,49.121573,6.150804,140002
50080,49.121573,6.150804,150001
50080,49.126208,6.159407,150002
50080,49.126208,6.159407,160001
50080,49.123970,6.165111,160002
50080,49.123970,6.165111,170001
50080,49.121399,6.168131,170002
50080,49.121399,6.168131,180001
50080,49.115614,6.173439,180002
50080,49.115614,6.173439,190001
50080,49.110789,6.171108,190002
50080,49.110789,6.171108,200001
50080,49.110090,6.176000,200002
50080,49.110090,6.176000,210001
50080,49.108318,6.180437,210002
50080,49.108318,6.180437,220001
50080,49.106523,6.179279,220002
50080,49.106523,6.179279,230001
50080,49.104250,6.179548,230002
50080,49.104250,6.179548,240001
50080,49.102558,6.179825,240002
50080,49.102558,6.179825,250001
50080,49.099576,6.180356,250002
50080,49.099576,6.180356,260001
50080,49.095555,6.180705,260002
50080,49.095555,6.180705,270001
50080,49.092494,6.181268,270002
50080,49.092494,6.181268,280001
50080,49.091320,6.181540,280002
50080,49.091320,6.181540,290001
50080,49.085047,6.182645,290002
50080,49.085047,6.182645,300001
50080,49.078383,6.183834,300002
50080,49.078383,6.183834,310001
50080,49.074774,6.184282,310002
50080,49.074774,6.184282,320001
50080,49.073284,6.184477,320002
50080,49.073284,6.184477,330001
50080,49.071263,6.186714,330002
50080,49.071263,6.186714,340001
50080,49.070585,6.190306,340002
50080,49.070585,6.190306,350001
50080,49.072249,6.193072,350002
50081,49.072249,6.193072,10001
50081,49.074131,6.190759,10002
50081,49.074131,6.190759,20001
50081,49.075849,6.187141,20002
50081,49.075849,6.187141,30001
50081,49.075620,6.189540,30002
50081,49.075620,6.189540,40001
50081,49.076040,6.192849,40002
50081,49.076040,6.192849,50001
50081,49.075206,6.194991,50002
50081,49.075206,6.194991,60001
50081,49.077240,6.193779,60002
50081,49.077240,6.193779,70001
50081,49.078720,6.189810,70002
50081,49.078720,6.189810,80001
50081,49.080330,6.187050,80002
50081,49.080330,6.187050,90001
50081,49.082390,6.184219,90002
50081,49.082390,6.184219,100001
50081,49.085410,6.182650,100002
50081,49.085410,6.182650,110001
50081,49.090622,6.181629,110002
50081,49.090622,6.181629,120001
50081,49.092605,6.181247,120002
50081,49.092605,6.181247,130001
50081,49.095763,6.180679,130002
50081,49.095763,6.180679,140001
50081,49.099271,6.180423,140002
50081,49.099271,6.180423,150001
50081,49.102273,6.179863,150002
50081,49.102273,6.179863,160001
50081,49.104134,6.179665,160002
50081,49.104134,6.179665,170001
50081,49.106263,6.179429,170002
50081,49.106263,6.179429,180001
50081,49.108401,6.180385,180002
50081,49.108401,6.180385,190001
50081,49.110333,6.175233,190002
50081,49.110333,6.175233,200001
50081,49.110789,6.171108,200002
50081,49.110789,6.171108,210001
50081,49.115245,6.173645,210002
50081,49.115245,6.173645,220001
50081,49.121440,6.167969,220002
50081,49.121440,6.167969,230001
50081,49.124674,6.164548,230002
50081,49.124674,6.164548,240001
50081,49.125883,6.159390,240002
50081,49.125883,6.159390,250001
50081,49.121714,6.151256,250002
50081,49.121714,6.151256,260001
50081,49.120940,6.148440,260002
50081,49.120940,6.148440,270001
50081,49.119567,6.144533,270002
50081,49.119567,6.144533,280001
50081,49.116590,6.141350,280002
50081,49.116590,6.141350,290001
50081,49.113966,6.138610,290002
50081,49.113966,6.138610,300001
50081,49.112725,6.135222,300002
50081,49.112725,6.135222,310001
50081,49.110796,6.129704,310002
50081,49.110796,6.129704,320001
50081,49.109378,6.125309,320002
50081,49.109378,6.125309,330001
50081,49.108430,6.120870,330002
50081,49.108430,6.120870,340001
50081,49.107597,6.116957,340002
50081,49.107597,6.116957,350001
50081,49.106477,6.111286,350002
50081,49.106477,6.111286,360001
50081,49.107761,6.105710,360002
50081,49.107761,6.105710,370001
50081,49.109900,6.099858,370002
50081,49.109900,6.099858,380001
50081,49.111049,6.096904,380002
50081,49.111049,6.096904,390001
50081,49.110280,6.091201,390002
50082,49.110280,6.091201,10001
50082,49.110841,6.097291,10002
50082,49.110841,6.097291,20001
50082,49.109991,6.099552,20002
50082,49.109991,6.099552,30001
50082,49.108046,6.104965,30002
50082,49.108046,6.104965,40001
50082,49.106440,6.111200,40002
50082,49.106440,6.111200,50001
50082,49.107419,6.116081,50002
50082,49.107419,6.116081,60001
50082,49.108550,6.121820,60002
50082,49.108550,6.121820,70001
50082,49.109541,6.125934,70002
50082,49.109541,6.125934,80001
50082,49.111108,6.130608,80002
50082,49.111108,6.130608,90001
50082,49.112409,6.134323,90002
50082,49.112409,6.134323,100001
50082,49.114136,6.139048,100002
50082,49.114136,6.139048,110001
50082,49.116462,6.141333,110002
50082,49.116462,6.141333,120001
50082,49.119032,6.144237,120002
50082,49.119032,6.144237,130001
50082,49.120700,6.148530,130002
50082,49.120700,6.148530,140001
50082,49.121573,6.150804,140002
50082,49.121573,6.150804,150001
50082,49.126208,6.159407,150002
50082,49.126208,6.159407,160001
50082,49.123970,6.165111,160002
50082,49.123970,6.165111,170001
50082,49.121399,6.168131,170002
50082,49.121399,6.168131,180001
50082,49.115614,6.173439,180002
50082,49.115614,6.173439,190001
50082,49.110789,6.171108,190002
50082,49.110789,6.171108,200001
50082,49.110090,6.176000,200002
50082,49.110090,6.176000,210001
50082,49.108318,6.180437,210002
50082,49.108318,6.180437,220001
50082,49.106523,6.179279,220002
50082,49.106523,6.179279,230001
50082,49.104250,6.179548,230002
50082,49.104250,6.179548,240001
50082,49.102558,6.179825,240002
50082,49.102558,6.179825,250001
50082,49.099576,6.180356,250002
50082,49.099576,6.180356,260001
50082,49.095555,6.180705,260002
50082,49.095555,6.180705,270001
50082,49.092494,6.181268,270002
50082,49.092494,6.181268,280001
50082,49.091320,6.181540,280002
50082,49.091320,6.181540,290001
50082,49.085047,6.182645,290002
50082,49.085047,6.182645,300001
50082,49.078383,6.183834,300002
50082,49.078383,6.183834,310001
50082,49.074774,6.184282,310002
50082,49.074774,6.184282,320001
50082,49.073284,6.184477,320002
50082,49.073284,6.184477,330001
50082,49.071263,6.186714,330002
50082,49.071263,6.186714,340001
50082,49.070585,6.190306,340002
50082,49.070585,6.190306,350001
50082,49.072249,6.193072,350002
110001,49.129490,6.138200,10001
110001,49.128455,6.145880,10002
110001,49.128455,6.145880,20001
110001,49.128371,6.148195,20002
110001,49.128371,6.148195,30001
110001,49.127707,6.151972,30002
110001,49.127707,6.151972,40001
110001,49.126698,6.154243,40002
110001,49.126698,6.154243,50001
110001,49.125086,6.153174,50002
110001,49.125086,6.153174,60001
110001,49.123808,6.149309,60002
110001,49.123808,6.149309,70001
110001,49.122261,6.149006,70002
110001,49.122261,6.149006,80001
110001,49.120940,6.148440,80002
110001,49.120940,6.148440,90001
110001,49.115957,6.150888,90002
110001,49.115957,6.150888,100001
110001,49.114076,6.154931,100002
110001,49.114076,6.154931,110001
110001,49.112731,6.157751,110002
110001,49.112731,6.157751,120001
110001,49.111121,6.161525,120002
110001,49.111121,6.161525,130001
110001,49.108240,6.167981,130002
110001,49.108240,6.167981,140001
110001,49.109940,6.170550,140002
110001,49.109940,6.170550,150001
110001,49.114500,6.172990,150002
110001,49.114500,6.172990,160001
110001,49.112979,6.177394,160002
110001,49.112979,6.177394,170001
110001,49.110660,6.176990,170002
110001,49.110660,6.176990,180001
110001,49.114951,6.184847,180002
110001,49.114951,6.184847,190001
110001,49.120125,6.184069,190002
110001,49.120125,6.184069,200001
110001,49.122442,6.183439,200002
110001,49.122442,6.183439,210001
110001,49.122881,6.187075,210002
110001,49.122881,6.187075,220001
110001,49.126966,6.193015,220002
110001,49.126966,6.193015,230001
110001,49.129964,6.197548,230002
110001,49.129964,6.197548,240001
110001,49.134488,6.202701,240002
110001,49.134488,6.202701,250001
110001,49.137238,6.205973,250002
110001,49.137238,6.205973,260001
110001,49.134044,6.207506,260002
110001,49.134044,6.207506,270001
110001,49.131326,6.205180,270002
110001,49.131326,6.205180,280001
110001,49.132344,6.208729,280002
110001,49.132344,6.208729,290001
110001,49.129943,6.209638,290002
110001,49.129943,6.209638,300001
110001,49.132258,6.211787,300002
110001,49.132258,6.211787,310001
110001,49.132405,6.215813,310002
110001,49.132405,6.215813,320001
110001,49.134319,6.215283,320002
110001,49.134319,6.215283,330001
110001,49.135420,6.213610,330002
110001,49.135420,6.213610,340001
110001,49.140488,6.217544,340002
110002,49.140488,6.217544,10001
110002,49.135105,6.213814,10002
110002,49.135105,6.213814,20001
110002,49.134239,6.215401,20002
110002,49.134239,6.215401,30001
110002,49.132392,6.215935,30002
110002,49.132392,6.215935,40001
110002,49.131715,6.211300,40002
110002,49.131715,6.211300,50001
110002,49.130021,6.209006,50002
110002,49.130021,6.209006,60001
110002,49.131963,6.209181,60002
110002,49.131963,6.209181,70001
110002,49.131655,6.205405,70002
110002,49.131655,6.205405,80001
110002,49.134490,6.207790,80002
110002,49.134490,6.207790,90001
110002,49.137145,6.205757,90002
110002,49.137145,6.205757,100001
110002,49.134292,6.202512,100002
110002,49.134292,6.202512,110001
110002,49.129762,6.197286,110002
110002,49.129762,6.197286,120001
110002,49.126892,6.192310,120002
110002,49.126892,6.192310,130001
110002,49.122882,6.187083,130002
110002,49.122882,6.187083,140001
110002,49.122430,6.183338,140002
110002,49.122430,6.183338,150001
110002,49.119381,6.181936,150002
110002,49.119381,6.181936,160001
110002,49.117232,6.179856,160002
110002,49.117232,6.179856,170001
110002,49.114125,6.182420,170002
110002,49.114125,6.182420,180001
110002,49.111060,6.177060,180002
110002,49.111060,6.177060,190001
110002,49.113468,6.178366,190002
110002,49.113468,6.178366,200001
110002,49.115436,6.174237,200002
110002,49.115436,6.174237,210001
110002,49.110369,6.169100,210002
110002,49.110369,6.169100,220001
110002,49.109510,6.166875,220002
110002,49.109510,6.166875,230001
110002,49.111233,6.161236,230002
110002,49.111233,6.161236,240001
110002,49.112647,6.157929,240002
110002,49.112647,6.157929,250001
110002,49.114283,6.154505,250002
110002,49.114283,6.154505,260001
110002,49.115925,6.150958,260002
110002,49.115925,6.150958,270001
110002,49.120700,6.148530,270002
110002,49.120700,6.148530,280001
110002,49.122458,6.148739,280002
110002,49.122458,6.148739,290001
110002,49.124130,6.149947,290002
110002,49.124130,6.149947,300001
110002,49.124987,6.153064,300002
110002,49.124987,6.153064,310001
110002,49.126760,6.154310,310002
110002,49.126760,6.154310,320001
110002,49.127468,6.152503,320002
110002,49.127468,6.152503,330001
110002,49.128361,6.148446,330002
110002,49.128361,6.148446,340001
110002,49.128528,6.145790,340002
110002,49.128528,6.145790,350001
110002,49.129490,6.138200,350002
110013,49.140488,6.217544,10001
110013,49.135105,6.213814,10002
110013,49.135105,6.213814,20001
110013,49.134239,6.215401,20002
110013,49.134239,6.215401,30001
110013,49.132392,6.215935,30002
110013,49.132392,6.215935,40001
110013,49.131715,6.211300,40002
110013,49.131715,6.211300,50001
110013,49.130021,6.209006,50002
110013,49.130021,6.209006,60001
110013,49.131963,6.209181,60002
110013,49.131963,6.209181,70001
110013,49.131655,6.205405,70002
110013,49.131655,6.205405,80001
110013,49.134490,6.207790,80002
110013,49.134490,6.207790,90001
110013,49.137145,6.205757,90002
110013,49.137145,6.205757,100001
110013,49.134292,6.202512,100002
110013,49.134292,6.202512,110001
110013,49.129762,6.197286,110002
110013,49.129762,6.197286,120001
110013,49.126892,6.192310,120002
110013,49.126892,6.192310,130001
110013,49.122882,6.187083,130002
110013,49.122882,6.187083,140001
110013,49.122430,6.183338,140002
110013,49.122430,6.183338,150001
110013,49.119381,6.181936,150002
110013,49.119381,6.181936,160001
110013,49.117232,6.179856,160002
110013,49.117232,6.179856,170001
110013,49.114125,6.182420,170002
110013,49.114125,6.182420,180001
110013,49.111060,6.177060,180002
110013,49.111060,6.177060,190001
110013,49.113468,6.178366,190002
110013,49.113468,6.178366,200001
110013,49.115436,6.174237,200002
110017,49.140488,6.217544,10001
110017,49.135105,6.213814,10002
110017,49.135105,6.213814,20001
110017,49.134239,6.215401,20002
110017,49.134239,6.215401,30001
110017,49.132392,6.215935,30002
110017,49.132392,6.215935,40001
110017,49.131715,6.211300,40002
110017,49.131715,6.211300,50001
110017,49.130021,6.209006,50002
110017,49.130021,6.209006,60001
110017,49.131963,6.209181,60002
110017,49.131963,6.209181,70001
110017,49.131655,6.205405,70002
110017,49.131655,6.205405,80001
110017,49.134490,6.207790,80002
110017,49.134490,6.207790,90001
110017,49.137145,6.205757,90002
110017,49.137145,6.205757,100001
110017,49.134292,6.202512,100002
110017,49.134292,6.202512,110001
110017,49.129762,6.197286,110002
110017,49.129762,6.197286,120001
110017,49.126892,6.192310,120002
110017,49.126892,6.192310,130001
110017,49.122882,6.187083,130002
110017,49.122882,6.187083,140001
110017,49.122430,6.183338,140002
110017,49.122430,6.183338,150001
110017,49.119381,6.181936,150002
110017,49.119381,6.181936,160001
110017,49.117232,6.179856,160002
110017,49.117232,6.179856,170001
110017,49.114125,6.182420,170002
110017,49.114125,6.182420,180001
110017,49.111060,6.177060,180002
110017,49.111060,6.177060,190001
110017,49.113468,6.178366,190002
110017,49.113468,6.178366,200001
110017,49.115436,6.174237,200002
110017,49.115436,6.174237,210001
110017,49.110369,6.169100,210002
110017,49.110369,6.169100,220001
110017,49.109510,6.166875,220002
110017,49.109510,6.166875,230001
110017,49.111233,6.161236,230002
110017,49.111233,6.161236,240001
110017,49.112647,6.157929,240002
110017,49.112647,6.157929,250001
110017,49.114283,6.154505,250002
110017,49.114283,6.154505,260001
110017,49.115925,6.150958,260002
110017,49.115925,6.150958,270001
110017,49.120700,6.148530,270002
110017,49.120700,6.148530,280001
110017,49.122458,6.148739,280002
110017,49.122458,6.148739,290001
110017,49.124130,6.149947,290002
110017,49.124130,6.149947,300001
110017,49.124987,6.153064,300002
110017,49.124987,6.153064,310001
110017,49.126760,6.154310,310002
110017,49.126760,6.154310,320001
110017,49.127468,6.152503,320002
110017,49.127468,6.152503,330001
110017,49.128361,6.148446,330002
110017,49.128361,6.148446,340001
110017,49.128528,6.145790,340002
110017,49.128528,6.145790,350001
110017,49.129490,6.138200,350002
110018,49.129490,6.138200,10001
110018,49.128455,6.145880,10002
110018,49.128455,6.145880,20001
110018,49.128371,6.148195,20002
110018,49.128371,6.148195,30001
110018,49.127707,6.151972,30002
110018,49.127707,6.151972,40001
110018,49.126698,6.154243,40002
110018,49.126698,6.154243,50001
110018,49.125086,6.153174,50002
110018,49.125086,6.153174,60001
110018,49.123808,6.149309,60002
110018,49.123808,6.149309,70001
110018,49.122261,6.149006,70002
110018,49.122261,6.149006,80001
110018,49.120940,6.148440,80002
110018,49.120940,6.148440,90001
110018,49.115957,6.150888,90002
110018,49.115957,6.150888,100001
110018,49.114076,6.154931,100002
110018,49.114076,6.154931,110001
110018,49.112731,6.157751,110002
110018,49.112731,6.157751,120001
110018,49.111121,6.161525,120002
110018,49.111121,6.161525,130001
110018,49.108240,6.167981,130002
110018,49.108240,6.167981,140001
110018,49.109940,6.170550,140002
110018,49.109940,6.170550,150001
110018,49.114500,6.172990,150002
110018,49.114500,6.172990,160001
110018,49.112979,6.177394,160002
110018,49.112979,6.177394,170001
110018,49.110660,6.176990,170002
110018,49.110660,6.176990,180001
110018,49.114951,6.184847,180002
110018,49.114951,6.184847,190001
110018,49.120125,6.184069,190002
110018,49.120125,6.184069,200001
110018,49.122442,6.183439,200002
110018,49.122442,6.183439,210001
110018,49.122881,6.187075,210002
110018,49.122881,6.187075,220001
110018,49.126966,6.193015,220002
110018,49.126966,6.193015,230001
110018,49.129964,6.197548,230002
110018,49.129964,6.197548,240001
110018,49.134488,6.202701,240002
110018,49.134488,6.202701,250001
110018,49.137238,6.205973,250002
110018,49.137238,6.205973,260001
110018,49.134044,6.207506,260002
110018,49.134044,6.207506,270001
110018,49.131326,6.205180,270002
110018,49.131326,6.205180,280001
110018,49.132344,6.208729,280002
110018,49.132344,6.208729,290001
110018,49.129943,6.209638,290002
110018,49.129943,6.209638,300001
110018,49.132258,6.211787,300002
110018,49.132258,6.211787,310001
110018,49.132405,6.215813,310002
110018,49.132405,6.215813,320001
110018,49.134319,6.215283,320002
110018,49.134319,6.215283,330001
110018,49.135420,6.213610,330002
110018,49.135420,6.213610,340001
110018,49.140488,6.217544,340002
110019,49.114500,6.172990,10001
110019,49.112979,6.177394,10002
110019,49.112979,6.177394,20001
110019,49.110660,6.176990,20002
110019,49.110660,6.176990,30001
110019,49.114951,6.184847,30002
110019,49.114951,6.184847,40001
110019,49.120125,6.184069,40002
110019,49.120125,6.184069,50001
110019,49.122442,6.183439,50002
110019,49.122442,6.183439,60001
110019,49.122881,6.187075,60002
110019,49.122881,6.187075,70001
110019,49.126966,6.193015,70002
110019,49.126966,6.193015,80001
110019,49.129964,6.197548,80002
110019,49.129964,6.197548,90001
110019,49.134488,6.202701,90002
110019,49.134488,6.202701,100001
110019,49.137238,6.205973,100002
110019,49.137238,6.205973,110001
110019,49.134044,6.207506,110002
110019,49.134044,6.207506,120001
110019,49.131326,6.205180,120002
110019,49.131326,6.205180,130001
110019,49.132344,6.208729,130002
110019,49.132344,6.208729,140001
110019,49.129943,6.209638,140002
110019,49.129943,6.209638,150001
110019,49.132258,6.211787,150002
110019,49.132258,6.211787,160001
110019,49.132405,6.215813,160002
110019,49.132405,6.215813,170001
110019,49.134319,6.215283,170002
110019,49.134319,6.215283,180001
110019,49.135420,6.213610,180002
110019,49.135420,6.213610,190001
110019,49.140488,6.217544,190002
120018,49.114485,6.172077,10001
120018,49.110660,6.176990,10002
120018,49.110660,6.176990,20001
120018,49.111432,6.186076,20002
120018,49.111432,6.186076,30001
120018,49.109431,6.189069,30002
120018,49.109431,6.189069,40001
120018,49.106303,6.191888,40002
120018,49.106303,6.191888,50001
120018,49.105037,6.194409,50002
120018,49.105037,6.194409,60001
120018,49.105726,6.196618,60002
120018,49.105726,6.196618,70001
120018,49.104620,6.199807,70002
120018,49.104620,6.199807,80001
120018,49.103385,6.202415,80002
120018,49.103385,6.202415,90001
120018,49.101696,6.199568,90002
120018,49.101696,6.199568,100001
120018,49.101521,6.194532,100002
120018,49.101521,6.194532,110001
120018,49.100964,6.191641,110002
120018,49.100964,6.191641,120001
120018,49.099591,6.188689,120002
120018,49.099591,6.188689,130001
120018,49.097811,6.189652,130002
120018,49.097811,6.189652,140001
120018,49.098026,6.194235,140002
120018,49.098026,6.194235,150001
120018,49.097190,6.200550,150002
120018,49.097190,6.200550,160001
120018,49.098707,6.203577,160002
120018,49.098707,6.203577,170001
120018,49.100258,6.206111,170002
120018,49.100258,6.206111,180001
120018,49.101458,6.208595,180002
120018,49.101458,6.208595,190001
120018,49.104259,6.215028,190002
120018,49.104259,6.215028,200001
120018,49.100592,6.217981,200002
120018,49.100592,6.217981,210001
120018,49.100578,6.222063,210002
120018,49.100578,6.222063,220001
120018,49.107078,6.222231,220002
120018,49.107078,6.222231,230001
120018,49.107319,6.228185,230002
120018,49.107319,6.228185,240001
120018,49.107638,6.238711,240002
120018,49.107638,6.238711,250001
120018,49.107803,6.243051,250002
120018,49.107803,6.243051,260001
120018,49.103080,6.243479,260002
120018,49.103080,6.243479,270001
120018,49.099855,6.242892,270002
120018,49.099855,6.242892,280001
120018,49.098061,6.240259,280002
120018,49.098061,6.240259,290001
120018,49.094854,6.238771,290002
120018,49.094854,6.238771,300001
120018,49.092848,6.239898,300002
120018,49.092848,6.239898,310001
120018,49.092437,6.242739,310002
120018,49.092437,6.242739,320001
120018,49.094073,6.245623,320002
120019,49.094073,6.245623,10001
120019,49.092441,6.242709,10002
120019,49.092441,6.242709,20001
120019,49.093074,6.239673,20002
120019,49.093074,6.239673,30001
120019,49.095465,6.238675,30002
120019,49.095465,6.238675,40001
120019,49.098031,6.240201,40002
120019,49.098031,6.240201,50001
120019,49.100494,6.243039,50002
120019,49.100494,6.243039,60001
120019,49.103095,6.243447,60002
120019,49.103095,6.243447,70001
120019,49.108048,6.243106,70002
120019,49.108048,6.243106,80001
120019,49.107885,6.237844,80002
120019,49.107885,6.237844,90001
120019,49.107634,6.227988,90002
120019,49.107634,6.227988,100001
120019,49.106646,6.221859,100002
120019,49.106646,6.221859,110001
120019,49.100638,6.220992,110002
120019,49.100638,6.220992,120001
120019,49.100588,6.217791,120002
120019,49.100588,6.217791,130001
120019,49.104655,6.214243,130002
120019,49.104655,6.214243,140001
120019,49.101316,6.208325,140002
120019,49.101316,6.208325,150001
120019,49.099973,6.205506,150002
120019,49.099973,6.205506,160001
120019,49.097990,6.202697,160002
120019,49.097990,6.202697,170001
120019,49.097516,6.199615,170002
120019,49.097516,6.199615,180001
120019,49.098141,6.194560,180002
120019,49.098141,6.194560,190001
120019,49.099280,6.188816,190002
120019,49.099280,6.188816,200001
120019,49.097925,6.189406,200002
120019,49.097925,6.189406,210001
120019,49.100936,6.191504,210002
120019,49.100936,6.191504,220001
120019,49.101557,6.195569,220002
120019,49.101557,6.195569,230001
120019,49.101675,6.198796,230002
120019,49.101675,6.198796,240001
120019,49.103229,6.202711,240002
120019,49.103229,6.202711,250001
120019,49.104692,6.199506,250002
120019,49.104692,6.199506,260001
120019,49.105781,6.196741,260002
120019,49.105781,6.196741,270001
120019,49.107034,6.194725,270002
120019,49.107034,6.194725,280001
120019,49.110096,6.189480,280002
120019,49.110096,6.189480,290001
120019,49.111295,6.186127,290002
120019,49.111295,6.186127,300001
120019,49.111060,6.177060,300002
120019,49.111060,6.177060,310001
120019,49.114320,6.172450,310002
120022,49.094073,6.245623,10001
120022,49.092441,6.242709,10002
120022,49.092441,6.242709,20001
120022,49.093074,6.239673,20002
120022,49.093074,6.239673,30001
120022,49.095465,6.238675,30002
120022,49.095465,6.238675,40001
120022,49.098031,6.240201,40002
120022,49.098031,6.240201,50001
120022,49.100494,6.243039,50002
120022,49.100494,6.243039,60001
120022,49.103095,6.243447,60002
120022,49.103095,6.243447,70001
120022,49.108048,6.243106,70002
120022,49.108048,6.243106,80001
120022,49.107885,6.237844,80002
120022,49.107885,6.237844,90001
120022,49.107634,6.227988,90002
120022,49.107634,6.227988,100001
120022,49.106646,6.221859,100002
120022,49.106646,6.221859,110001
120022,49.100638,6.220992,110002
120022,49.100638,6.220992,120001
120022,49.100588,6.217791,120002
120022,49.100588,6.217791,130001
120022,49.104655,6.214243,130002
120022,49.104655,6.214243,140001
120022,49.101316,6.208325,140002
120022,49.101316,6.208325,150001
120022,49.099973,6.205506,150002
120022,49.099973,6.205506,160001
120022,49.097990,6.202697,160002
120022,49.097990,6.202697,170001
120022,49.097516,6.199615,170002
120022,49.097516,6.199615,180001
120022,49.098141,6.194560,180002
120022,49.098141,6.194560,190001
120022,49.097925,6.189406,190002
120022,49.097925,6.189406,200001
120022,49.099280,6.188816,200002
120022,49.099280,6.188816,210001
120022,49.097925,6.189406,210002
120022,49.100936,6.191504,210003
120022,49.100936,6.191504,220001
120022,49.101557,6.195569,220002
120022,49.101557,6.195569,230001
120022,49.101675,6.198796,230002
120022,49.101675,6.198796,240001
120022,49.103229,6.202711,240002
120022,49.103229,6.202711,250001
120022,49.104692,6.199506,250002
120022,49.104692,6.199506,260001
120022,49.105781,6.196741,260002
120022,49.105781,6.196741,270001
120022,49.107034,6.194725,270002
120022,49.107034,6.194725,280001
120022,49.110096,6.189480,280002
120022,49.110096,6.189480,290001
120022,49.111295,6.186127,290002
120022,49.111295,6.186127,300001
120022,49.111060,6.177060,300002
120022,49.111060,6.177060,310001
120022,49.114320,6.172450,310002
130001,49.083529,6.148852,10001
130001,49.085376,6.148345,10002
130001,49.085376,6.148345,20001
130001,49.086159,6.145297,20002
130001,49.086159,6.145297,30001
130001,49.089972,6.144756,30002
130001,49.089972,6.144756,40001
130001,49.093544,6.151580,40002
130001,49.093544,6.151580,50001
130001,49.096922,6.154974,50002
130001,49.096922,6.154974,60001
130001,49.098781,6.159231,60002
130001,49.098781,6.159231,70001
130001,49.100454,6.162568,70002
